sample,emu_frame,player_x,player_y,firing_mode
4,20187,96,112,true
8,20191,96,112,true
12,20195,96,112,true
16,20199,96,112,true
20,20203,96,112,true
24,20207,96,112,true
28,20211,96,112,true
32,20215,96,112,true
36,20219,96,112,true
40,20223,96,112,true
44,20227,96,112,true
48,20231,96,112,true
52,20235,96,112,true
56,20239,96,112,true
60,20243,96,112,true
64,20247,96,112,true
68,20251,96,112,true
72,20255,96,112,true
76,20259,96,112,true
80,20263,96,112,true
84,20267,96,112,true
88,20271,96,112,true
92,20275,96,112,true
96,20279,96,112,true
100,20283,96,112,true
104,20287,96,112,true
108,20291,96,112,true
112,20295,96,112,true
116,20299,96,112,true
120,20303,96,112,true
124,20307,96,112,true
128,20311,96,112,true
132,20315,96,112,true
136,20319,96,112,true
140,20323,96,112,true
144,20327,96,112,true
148,20331,96,112,true
152,20335,96,112,true
156,20339,96,112,true
160,20343,96,112,true
164,20347,96,112,true
168,20351,96,112,true
172,20355,96,112,true
176,20359,96,112,true
180,20363,96,112,true
184,20367,96,112,true
188,20371,96,112,true
192,20375,96,112,true
196,20379,96,112,true
200,20383,96,112,true
204,20387,96,112,true
208,20391,96,112,true
212,20395,96,112,true
216,20399,96,112,true
220,20403,96,112,true
224,20407,96,112,true
228,20411,96,112,true
232,20415,96,112,true
236,20419,96,112,true
240,20423,96,112,true
244,20427,96,112,true
248,20431,96,112,true
252,20435,96,112,true
256,20439,96,112,true
260,20443,96,112,true
264,20447,96,112,true
268,20451,96,112,true
272,20455,96,112,true
276,20459,96,112,true
280,20463,96,112,true
284,20467,96,112,true
288,20471,96,112,true
292,20475,96,112,true
296,20479,96,112,true
300,20483,96,112,true
304,20487,96,112,true
308,20491,96,112,true
312,20495,96,112,true
316,20499,96,112,true
320,20503,96,112,true
324,20507,96,112,true
328,20511,96,112,true
332,20515,96,112,true
336,20519,96,112,true
340,20523,96,112,true
344,20527,96,112,true
348,20531,96,112,true
352,20535,96,112,true
356,20539,96,112,true
360,20543,96,112,true
364,20547,96,112,true
368,20551,96,112,true
372,20555,96,112,true
376,20559,96,112,true
380,20563,96,112,true
384,20567,96,112,true
388,20571,96,112,true
392,20575,96,112,true
396,20579,96,112,true
400,20583,96,112,true
404,20587,96,112,true
408,20591,96,112,true
412,20595,96,112,true
416,20599,96,112,true
420,20603,96,112,true
424,20607,96,112,true
428,20611,96,112,true
432,20615,96,112,true
436,20619,96,112,true
440,20623,96,112,true
444,20627,96,112,true
448,20631,96,112,true
452,20635,96,112,true
456,20639,96,112,true
460,20643,96,112,true
464,20647,96,112,true
468,20651,96,112,true
472,20655,96,112,true
476,20659,96,112,true
480,20663,96,112,true
484,20667,96,112,true
488,20671,96,112,true
492,20675,96,112,true
496,20679,96,112,true
500,20683,96,112,true
504,20687,96,112,true
508,20691,96,112,true
512,20695,96,112,true
516,20699,96,112,true
520,20703,96,112,true
524,20707,96,112,true
528,20711,96,112,true
532,20715,96,112,true
536,20719,96,112,true
540,20723,96,112,true
544,20727,96,112,true
548,20731,96,112,true
552,20735,96,112,true
556,20739,96,112,true
560,20743,96,112,true
564,20747,96,236,true
568,20751,96,112,true
572,20755,96,112,true
576,20759,96,112,true
580,20763,96,112,true
584,20767,96,112,true
588,20771,96,112,true
592,20775,96,112,true
596,20779,96,112,true
600,20783,96,112,true
604,20787,96,112,true
608,20791,96,112,true
612,20795,96,112,true
616,20799,96,112,true
620,20803,96,112,true
624,20807,96,112,true
628,20811,96,112,true
632,20815,96,112,true
636,20819,96,112,true
640,20823,96,112,true
644,20827,96,112,true
648,20831,96,112,true
652,20835,96,112,true
656,20839,96,112,true
660,20843,96,112,true
664,20847,96,112,true
668,20851,96,112,true
672,20855,96,112,true
676,20859,96,112,true
680,20863,96,112,true
684,20867,96,112,true
688,20871,96,112,true
692,20875,96,112,true
696,20879,96,112,true
700,20883,96,112,true
704,20887,96,112,true
708,20891,96,112,true
712,20895,96,112,true
716,20899,96,112,true
720,20903,96,112,true
724,20907,96,112,true
728,20911,96,112,true
732,20915,96,112,true
736,20919,96,112,true
740,20923,96,112,true
744,20927,96,112,true
748,20931,96,112,true
752,20935,96,112,true
756,20939,96,112,true
760,20943,96,112,true
764,20947,96,112,true
768,20951,96,112,true
772,20955,96,112,true
776,20959,96,112,true
780,20963,96,112,true
784,20967,96,112,true
788,20971,96,112,true
792,20975,96,112,true
796,20979,96,112,true
800,20983,96,112,true
804,20987,96,112,true
808,20991,96,112,true
812,20995,96,112,true
816,20999,96,112,true
820,21003,96,112,true
824,21007,96,112,true
828,21011,96,112,true
832,21015,96,112,true
836,21019,96,112,true
840,21023,96,112,true
844,21027,96,112,true
848,21031,96,112,true
852,21035,96,112,true
856,21039,96,112,true
860,21043,96,112,true
864,21047,96,112,true
868,21051,96,112,true
872,21055,96,112,true
876,21059,96,112,true
880,21063,96,112,true
884,21067,96,112,true
888,21071,96,112,true
892,21075,96,112,true
896,21079,96,112,true
900,21083,96,112,true
