sample,emu_frame,slot,routine,flags,x,y,on_screen,screenshot
594,20777,0x16C0,$02:90F0,C8,204.0,184.0,True,frame_0594.png
594,20777,0x1700,$02:9274,E0,204.0,176.0,True,frame_0594.png
594,20777,0x1740,$02:90F0,C8,236.0,196.0,True,frame_0594.png
594,20777,0x1780,$02:9274,E0,236.0,188.0,True,frame_0594.png
596,20779,0x1000,$04:DF96,C8,21.5,112.0,True,frame_0596.png
596,20779,0x1080,$04:E6AF,C8,49.0,112.0,True,frame_0596.png
596,20779,0x10C0,$04:E6AF,C8,203.0,112.0,True,frame_0596.png
596,20779,0x1400,$04:FABA,C8,168.312,105.336,True,frame_0596.png
596,20779,0x16C0,$02:90F0,C8,202.0,184.0,True,frame_0596.png
596,20779,0x1700,$02:9274,E0,202.0,176.0,True,frame_0596.png
596,20779,0x1740,$02:90F0,C8,234.0,196.0,True,frame_0596.png
596,20779,0x1780,$02:9274,E0,234.0,188.0,True,frame_0596.png
598,20781,0x1000,$04:DF96,C8,21.5,112.0,True,frame_0598.png
598,20781,0x1080,$04:E6AF,C8,71.0,112.0,True,frame_0598.png
598,20781,0x10C0,$04:E6AF,C8,225.0,112.0,True,frame_0598.png
598,20781,0x1400,$04:FABA,C8,167.688,104.531,True,frame_0598.png
598,20781,0x16C0,$02:90F0,C8,200.0,184.0,True,frame_0598.png
598,20781,0x1700,$02:9274,E0,200.0,176.0,True,frame_0598.png
598,20781,0x1740,$02:90F0,C8,232.0,196.0,True,frame_0598.png
598,20781,0x1780,$02:9274,E0,232.0,188.0,True,frame_0598.png
600,20783,0x1000,$04:DF96,C8,21.5,112.0,True,frame_0600.png
600,20783,0x1080,$04:E6AF,C8,93.0,112.0,True,frame_0600.png
600,20783,0x10C0,$04:E6AF,C8,247.0,112.0,True,frame_0600.png
600,20783,0x1400,$04:FABA,C8,167.062,103.695,True,frame_0600.png
