sample,emu_frame,player_x,player_y,mode,snapshot_index,screenshot,legacy_y_scratch
1632,21815,16,174,replay,127,frame_1632.png,174
1634,21817,16,174,replay,128,frame_1634.png,174
1636,21819,16,174,replay,129,frame_1636.png,174
1638,21821,16,174,replay,130,frame_1638.png,212
1640,21823,16,174,replay,131,frame_1640.png,174
1642,21825,16,174,replay,132,frame_1642.png,174
1644,21827,16,174,replay,133,frame_1644.png,246
1646,21829,16,174,replay,134,frame_1646.png,174
1648,21831,16,174,replay,135,frame_1648.png,202
1650,21833,16,174,replay,136,frame_1650.png,174
1652,21835,16,174,replay,137,frame_1652.png,174
1654,21837,16,174,replay,138,frame_1654.png,236
1656,21839,16,174,replay,139,frame_1656.png,174
1658,21841,16,174,replay,140,frame_1658.png,192
1660,21843,16,174,replay,141,frame_1660.png,174
1662,21845,16,174,replay,142,frame_1662.png,174
1664,21847,16,174,replay,143,frame_1664.png,226
1666,21849,16,174,replay,144,frame_1666.png,174
1668,21851,16,174,replay,145,frame_1668.png,182
1670,21853,16,174,replay,146,frame_1670.png,174
1672,21855,16,174,replay,147,frame_1672.png,174
1674,21857,16,174,replay,148,frame_1674.png,216
1676,21859,16,174,replay,149,frame_1676.png,174
1678,21861,16,174,replay,150,frame_1678.png,172
1680,21863,16,174,replay,151,frame_1680.png,174
1682,21865,16,174,replay,152,frame_1682.png,174
1684,21867,16,174,replay,153,frame_1684.png,206
1686,21869,16,174,replay,154,frame_1686.png,174
1688,21871,16,174,replay,155,frame_1688.png,162
1690,21873,16,174,replay,156,frame_1690.png,174
1692,21875,16,174,replay,157,frame_1692.png,174
1694,21877,16,174,replay,158,frame_1694.png,196
1696,21879,16,174,replay,159,frame_1696.png,174
1698,21881,16,174,replay,160,frame_1698.png,152
1700,21883,16,174,replay,161,frame_1700.png,174
