sample,emu_frame,slot,routine,flags,x,y,on_screen,screenshot
602,20785,0x1400,$04:FABA,C8,166.438,102.828,True,frame_0602.png
602,20785,0x16C0,$02:90F0,C8,196.0,184.0,True,frame_0602.png
602,20785,0x1700,$02:9274,E0,196.0,176.0,True,frame_0602.png
602,20785,0x1740,$02:90F0,C8,228.0,196.0,True,frame_0602.png
602,20785,0x1780,$02:9274,E0,228.0,188.0,True,frame_0602.png
604,20787,0x1000,$04:DF96,C8,96.5,112.0,True,frame_0604.png
604,20787,0x1080,$04:E6AF,C8,212.0,112.0,True,frame_0604.png
604,20787,0x1400,$04:FABA,C8,165.812,101.93,True,frame_0604.png
604,20787,0x16C0,$02:90F0,C8,194.0,184.0,True,frame_0604.png
604,20787,0x1700,$02:9274,E0,194.0,176.0,True,frame_0604.png
604,20787,0x1740,$02:90F0,C8,226.0,196.0,True,frame_0604.png
604,20787,0x1780,$02:9274,E0,226.0,188.0,True,frame_0604.png
606,20789,0x1000,$04:DF96,C8,96.5,112.0,True,frame_0606.png
606,20789,0x1080,$04:E6AF,C8,234.0,112.0,True,frame_0606.png
606,20789,0x10C0,$04:E6AF,C8,102.0,112.0,True,frame_0606.png
606,20789,0x1400,$04:FABA,C8,165.125,101.0,True,frame_0606.png
606,20789,0x16C0,$02:90F0,C8,192.0,184.0,True,frame_0606.png
606,20789,0x1700,$02:9274,E0,192.0,176.0,True,frame_0606.png
606,20789,0x1740,$02:90F0,C8,224.0,196.0,True,frame_0606.png
606,20789,0x1780,$02:9274,E0,224.0,188.0,True,frame_0606.png
608,20791,0x1000,$04:DF96,C8,96.5,112.0,True,frame_0608.png
608,20791,0x10C0,$04:E6AF,C8,124.0,112.0,True,frame_0608.png
608,20791,0x1400,$04:FABA,C8,164.375,100.086,True,frame_0608.png
608,20791,0x16C0,$02:90F0,C8,190.0,184.0,True,frame_0608.png
608,20791,0x1700,$02:9274,E0,190.0,176.0,True,frame_0608.png
608,20791,0x1740,$02:90F0,C8,222.0,196.0,True,frame_0608.png
608,20791,0x1780,$02:9274,E0,222.0,188.0,True,frame_0608.png
610,20793,0x1000,$04:DF96,C8,96.5,112.0,True,frame_0610.png
610,20793,0x10C0,$04:E6AF,C8,146.0,112.0,True,frame_0610.png
610,20793,0x1400,$04:FABA,C8,163.625,99.203,True,frame_0610.png
610,20793,0x16C0,$02:90F0,C8,188.0,184.0,True,frame_0610.png
610,20793,0x1700,$02:9274,E0,188.0,176.0,True,frame_0610.png
610,20793,0x1740,$02:90F0,C8,220.0,196.0,True,frame_0610.png
610,20793,0x1780,$02:9274,E0,220.0,188.0,True,frame_0610.png
610,20793,0x17C0,$02:B04A,88,272.0,104.0,False,frame_0610.png
612,20795,0x1000,$04:DF96,C8,96.5,112.0,True,frame_0612.png
612,20795,0x10C0,$04:E6AF,C8,168.0,112.0,True,frame_0612.png
612,20795,0x1400,$04:FABA,C8,162.875,98.352,True,frame_0612.png
612,20795,0x16C0,$02:90F0,C8,186.0,184.0,True,frame_0612.png
612,20795,0x1700,$02:9274,E0,186.0,176.0,True,frame_0612.png
612,20795,0x1740,$02:90F0,C8,218.0,196.0,True,frame_0612.png
612,20795,0x1780,$02:9274,E0,218.0,188.0,True,frame_0612.png
612,20795,0x17C0,$02:B04A,C8,268.406,104.0,False,frame_0612.png
614,20797,0x1000,$04:DF96,C8,96.5,112.0,True,frame_0614.png
614,20797,0x10C0,$04:E6AF,C8,190.0,112.0,True,frame_0614.png
614,20797,0x1400,$04:FABA,C8,162.125,97.531,True,frame_0614.png
614,20797,0x16C0,$02:90F0,C8,184.0,184.0,True,frame_0614.png
614,20797,0x1700,$02:9274,E0,184.0,176.0,True,frame_0614.png
614,20797,0x1740,$02:90F0,C8,216.0,196.0,True,frame_0614.png
614,20797,0x1780,$02:9274,E0,216.0,188.0,True,frame_0614.png
614,20797,0x17C0,$02:B04A,C8,264.812,104.0,False,frame_0614.png
616,20799,0x1000,$04:DF96,C8,96.5,112.0,True,frame_0616.png
616,20799,0x10C0,$04:E6AF,C8,212.0,112.0,True,frame_0616.png
616,20799,0x1400,$04:FABA,C8,161.375,96.742,True,frame_0616.png
616,20799,0x16C0,$02:90F0,C8,182.0,184.0,True,frame_0616.png
616,20799,0x1700,$02:9274,E0,182.0,176.0,True,frame_0616.png
616,20799,0x1740,$02:90F0,C8,214.0,196.0,True,frame_0616.png
616,20799,0x1780,$02:9274,E0,214.0,188.0,True,frame_0616.png
616,20799,0x17C0,$02:B04A,C8,261.219,104.0,False,frame_0616.png
618,20801,0x1000,$04:DF96,C8,96.5,112.0,True,frame_0618.png
618,20801,0x1080,$04:E6AF,C8,102.0,112.0,True,frame_0618.png
618,20801,0x10C0,$04:E6AF,C8,234.0,112.0,True,frame_0618.png
